,instant,date,season,year,month,holiday,weekday,workingday,weathersit,temperature,feels_like_temperature,humidity,windspeed,casual,registered,count
197,198,2011-07-17,Fall,2011,July,No,Sunday,No,Clear,25.800849,28.208978000000002,60.4167,16.417211,2006,3296,5302
198,199,2011-07-18,Fall,2011,July,No,Monday,Yes,Clear,27.093348999999996,30.459050000000005,65.125,14.458867999999999,841,3617,4458
199,200,2011-07-19,Fall,2011,July,No,Tuesday,Yes,Clear,28.503349,33.333614,65.0417,8.7502,752,3789,4541
200,201,2011-07-20,Fall,2011,July,No,Wednesday,Yes,Clear,28.111651000000002,33.2921,70.70830000000001,7.625739,644,3688,4332
201,202,2011-07-21,Fall,2011,July,No,Thursday,Yes,Cloudy or Misty,30.305,38.540486,69.125,14.875407,632,3152,3784
202,203,2011-07-22,Fall,2011,July,No,Friday,Yes,Clear,31.871651,39.499136,58.0417,8.9177,562,2825,3387
203,204,2011-07-23,Fall,2011,July,No,Saturday,No,Clear,31.910849,37.082941999999996,50.0,8.791807,987,2298,3285
204,205,2011-07-24,Fall,2011,July,No,Sunday,No,Clear,31.009999999999998,36.458714,55.0833,11.334456999999999,1050,2556,3606
205,206,2011-07-25,Fall,2011,July,No,Monday,Yes,Clear,26.936650999999998,31.583228,75.7083,6.0841560999999995,568,3272,3840
206,207,2011-07-26,Fall,2011,July,No,Tuesday,Yes,Clear,28.268349,30.000614,54.0833,13.417285999999999,750,3840,4590
207,208,2011-07-27,Fall,2011,July,No,Wednesday,Yes,Clear,28.425000000000004,29.584022000000004,40.291700000000006,12.292020999999998,755,3901,4656
208,209,2011-07-28,Fall,2011,July,No,Thursday,Yes,Clear,28.620849,32.8334,58.3333,11.958093,606,3784,4390
209,210,2011-07-29,Fall,2011,July,No,Friday,Yes,Clear,31.401651,35.873822,54.25,11.667245999999999,670,3176,3846
210,211,2011-07-30,Fall,2011,July,No,Saturday,No,Clear,29.795848999999997,32.083442,46.5833,11.291979,1559,2916,4475
211,212,2011-07-31,Fall,2011,July,No,Sunday,No,Clear,29.874150999999998,32.166536,48.0833,11.042470999999999,1524,2778,4302
212,213,2011-08-01,Fall,2011,August,No,Monday,Yes,Clear,28.268349,30.417272000000004,55.0833,10.500039,729,3537,4266
213,214,2011-08-02,Fall,2011,August,No,Tuesday,Yes,Clear,28.816651,30.666686,49.125,13.79195,801,4044,4845
214,215,2011-08-03,Fall,2011,August,No,Wednesday,Yes,Cloudy or Misty,26.388348999999998,28.875842,65.75,9.084061,467,3107,3574
215,216,2011-08-04,Fall,2011,August,No,Thursday,Yes,Cloudy or Misty,25.369999999999997,27.876008000000006,75.75,13.20905,799,3777,4576
216,217,2011-08-05,Fall,2011,August,No,Friday,Yes,Clear,25.409151,27.333422,63.083299999999994,12.374632,1023,3843,4866
217,218,2011-08-06,Fall,2011,August,No,Saturday,No,Cloudy or Misty,25.683349,28.626164000000003,75.5,15.29275,1521,2773,4294
218,219,2011-08-07,Fall,2011,August,No,Sunday,No,Clear,26.8975,31.209272000000006,75.29169999999999,13.499629,1298,2487,3785
219,220,2011-08-08,Fall,2011,August,No,Monday,Yes,Clear,27.955,30.416677999999997,59.2083,12.875725000000001,846,3480,4326
220,221,2011-08-09,Fall,2011,August,No,Tuesday,Yes,Clear,28.425000000000004,31.791986,57.04169999999999,10.125107,907,3695,4602
221,222,2011-08-10,Fall,2011,August,No,Wednesday,Yes,Clear,28.033349,29.208878,42.4167,13.417285999999999,884,3896,4780
222,223,2011-08-11,Fall,2011,August,No,Thursday,Yes,Clear,25.722500000000004,27.000386,42.375,11.041332,812,3980,4792
223,224,2011-08-12,Fall,2011,August,No,Friday,Yes,Clear,25.291651,27.166772,41.5,8.416607,1051,3854,4905
224,225,2011-08-13,Fall,2011,August,No,Saturday,No,Cloudy or Misty,24.234151000000004,26.626628000000004,72.9583,14.167418,1504,2646,4150
225,226,2011-08-14,Fall,2011,August,No,Sunday,No,Cloudy or Misty,23.803349,25.209608000000003,81.75,14.916411,1338,2482,3820
226,227,2011-08-15,Fall,2011,August,No,Monday,Yes,Clear,23.294151,24.667022000000003,71.20830000000001,13.999918,775,3563,4338
227,228,2011-08-16,Fall,2011,August,No,Tuesday,Yes,Clear,24.939151000000003,26.625242,57.8333,15.834043000000001,721,4004,4725
228,229,2011-08-17,Fall,2011,August,No,Wednesday,Yes,Clear,25.996651,28.000286000000003,57.5417,9.625689,668,4026,4694
229,230,2011-08-18,Fall,2011,August,No,Thursday,Yes,Clear,25.448349,27.709028000000004,65.45830000000001,15.624936,639,3166,3805
230,231,2011-08-19,Fall,2011,August,No,Friday,Yes,Cloudy or Misty,24.195,25.792586,72.2917,9.333635999999998,797,3356,4153
231,232,2011-08-20,Fall,2011,August,No,Saturday,No,Clear,24.7825,26.833736000000002,67.41669999999999,6.999289,1914,3277,5191
232,233,2011-08-21,Fall,2011,August,No,Sunday,No,Clear,25.409151,28.584650000000003,77.0,16.666518,1249,2624,3873
233,234,2011-08-22,Fall,2011,August,No,Monday,Yes,Clear,24.508349000000003,26.124764,47.0,18.54225,833,3925,4758
234,235,2011-08-23,Fall,2011,August,No,Tuesday,Yes,Clear,22.119151,24.000422,45.5417,9.833121,1281,4614,5895
235,236,2011-08-24,Fall,2011,August,No,Wednesday,Yes,Clear,23.646651,25.625672,60.5,16.958236,949,4181,5130
236,237,2011-08-25,Fall,2011,August,No,Thursday,Yes,Cloudy or Misty,24.155848999999996,26.626364000000002,77.1667,14.125810999999999,435,3107,3542
237,238,2011-08-26,Fall,2011,August,No,Friday,Yes,Clear,24.9,27.542378,76.125,5.625487499999999,768,3893,4661
238,239,2011-08-27,Fall,2011,August,No,Saturday,No,Cloudy or Misty,23.96,25.946696000000003,85.0,25.166338999999997,226,889,1115
239,240,2011-08-28,Fall,2011,August,No,Sunday,No,Clear,25.231772999999997,26.765293999999997,56.1765,20.412153,1415,2919,4334
240,241,2011-08-29,Fall,2011,August,No,Monday,Yes,Clear,21.923348999999998,24.125228,55.45830000000001,10.708275,729,3905,4634
241,242,2011-08-30,Fall,2011,August,No,Tuesday,Yes,Clear,22.040849,23.250464,54.833299999999994,8.375536,775,4429,5204
242,243,2011-08-31,Fall,2011,August,No,Wednesday,Yes,Clear,22.863349,24.333986000000003,59.791700000000006,5.5833311,688,4370,5058
243,244,2011-09-01,Fall,2011,September,No,Thursday,Yes,Clear,22.785,24.584786,63.916700000000006,9.500332,783,4332,5115
244,245,2011-09-02,Fall,2011,September,No,Friday,Yes,Cloudy or Misty,22.236651000000002,23.917327999999998,72.70830000000001,9.375243,875,3852,4727
245,246,2011-09-03,Fall,2011,September,No,Saturday,No,Clear,23.450848999999998,25.792058000000004,71.6667,12.416775,1935,2549,4484
246,247,2011-09-04,Fall,2011,September,No,Sunday,No,Clear,25.330849,27.918314000000002,74.20830000000001,13.833289,2521,2419,4940
247,248,2011-09-05,Fall,2011,September,Yes,Monday,No,Cloudy or Misty,23.646651,25.292636,79.0417,14.250632,1236,2115,3351
248,249,2011-09-06,Fall,2011,September,No,Tuesday,Yes,Light Rain/Snow,17.380000000000003,18.0032,88.6957,23.044181,204,2506,2710
249,250,2011-09-07,Fall,2011,September,No,Wednesday,Yes,Light Rain/Snow,20.160849,19.919114,91.7083,6.500393600000001,118,1878,1996
250,251,2011-09-08,Fall,2011,September,No,Thursday,Yes,Light Rain/Snow,21.793910999999998,20.653826000000002,93.9565,12.914116,153,1689,1842
251,252,2011-09-09,Fall,2011,September,No,Friday,Yes,Cloudy or Misty,22.55,22.210435999999994,89.79169999999999,8.333393000000001,417,3127,3544
252,253,2011-09-10,Fall,2011,September,No,Saturday,No,Clear,23.020000000000003,24.125492,75.375,10.291736,1750,3595,5345
253,254,2011-09-11,Fall,2011,September,No,Sunday,No,Clear,22.706651,24.209114,71.375,7.708618,1633,3413,5046
254,255,2011-09-12,Fall,2011,September,No,Monday,Yes,Clear,22.284356000000002,23.74058,69.2174,5.957171000000001,690,4023,4713
255,256,2011-09-13,Fall,2011,September,No,Tuesday,Yes,Clear,22.589151,23.834564,71.25,9.500868,701,4062,4763
256,257,2011-09-14,Fall,2011,September,No,Wednesday,Yes,Clear,23.646651,25.3754,69.7083,11.2091,647,4138,4785
257,258,2011-09-15,Fall,2011,September,No,Thursday,Yes,Cloudy or Misty,19.142500000000002,20.542286000000004,70.9167,18.166782,428,3231,3659
258,259,2011-09-16,Fall,2011,September,No,Friday,Yes,Cloudy or Misty,14.050849,14.457350000000002,59.0417,11.000261,742,4018,4760
259,260,2011-09-17,Fall,2011,September,No,Saturday,No,Cloudy or Misty,15.108349,15.581792,71.8333,12.708225,1434,3077,4511
260,261,2011-09-18,Fall,2011,September,No,Sunday,No,Clear,15.8525,16.375442,69.5,11.958361,1353,2921,4274
261,262,2011-09-19,Fall,2011,September,No,Monday,Yes,Cloudy or Misty,17.810848999999997,18.958550000000002,69.0,10.166713999999999,691,3848,4539
262,263,2011-09-20,Fall,2011,September,No,Tuesday,Yes,Cloudy or Misty,18.398349,19.126322000000002,88.125,9.041917999999999,438,3203,3641
263,264,2011-09-21,Fall,2011,September,No,Wednesday,Yes,Cloudy or Misty,19.965,20.335178000000006,90.0,6.4590814,539,3813,4352
264,265,2011-09-22,Fall,2011,September,No,Thursday,Yes,Cloudy or Misty,21.531651,20.627558,90.2083,8.584375,555,4240,4795
265,266,2011-09-23,Winter,2011,September,No,Friday,Yes,Cloudy or Misty,20.630849,18.460249999999995,97.25,5.2505689,258,2137,2395
266,267,2011-09-24,Winter,2011,September,No,Saturday,No,Cloudy or Misty,20.513348999999998,21.251192000000003,86.25,5.2516811,1776,3647,5423
267,268,2011-09-25,Winter,2011,September,No,Sunday,No,Cloudy or Misty,21.805849000000002,21.794041999999997,84.5,3.3754064,1544,3466,5010
268,269,2011-09-26,Winter,2011,September,No,Monday,Yes,Cloudy or Misty,22.510849000000004,22.876771999999995,84.8333,7.4169,684,3946,4630
269,270,2011-09-27,Winter,2011,September,No,Tuesday,Yes,Cloudy or Misty,21.923348999999998,21.91865,88.5417,7.917457,477,3643,4120
270,271,2011-09-28,Winter,2011,September,No,Wednesday,Yes,Cloudy or Misty,21.845,21.960427999999993,84.875,9.958143000000002,480,3427,3907
271,272,2011-09-29,Winter,2011,September,No,Thursday,Yes,Clear,20.983348999999997,21.917792,69.91669999999999,11.583161,653,4186,4839
272,273,2011-09-30,Winter,2011,September,No,Friday,Yes,Clear,18.515849,19.958714,64.75,13.833825,830,4372,5202
273,274,2011-10-01,Winter,2011,October,No,Saturday,No,Cloudy or Misty,11.27,11.248957999999998,75.375,19.583832,480,1949,2429
274,275,2011-10-02,Winter,2011,October,No,Sunday,No,Cloudy or Misty,8.763349000000002,6.790921999999998,79.1667,14.874870999999999,616,2302,2918
275,276,2011-10-03,Winter,2011,October,No,Monday,Yes,Cloudy or Misty,10.055848999999998,9.875036000000001,76.0833,5.5841686,330,3240,3570
276,277,2011-10-04,Winter,2011,October,No,Tuesday,Yes,Clear,14.755849000000001,15.208628000000001,71.0,13.792218,486,3970,4456
277,278,2011-10-05,Winter,2011,October,No,Wednesday,Yes,Clear,17.301650999999996,18.791108,64.79169999999999,11.87575,559,4267,4826
278,279,2011-10-06,Winter,2011,October,No,Thursday,Yes,Clear,15.225849,15.70805,62.083299999999994,9.041917999999999,639,4126,4765
279,280,2011-10-07,Winter,2011,October,No,Friday,Yes,Clear,16.009151,17.290664,68.41669999999999,1.5002439,949,4036,4985
280,281,2011-10-08,Winter,2011,October,No,Saturday,No,Clear,16.518349,17.873971999999995,70.125,3.0420814,2235,3174,5409
281,282,2011-10-09,Winter,2011,October,No,Sunday,No,Clear,17.419151,18.582878,72.75,4.251150000000001,2397,3114,5511
282,283,2011-10-10,Winter,2011,October,Yes,Monday,No,Clear,18.829151000000003,19.83305,73.375,2.8343814,1514,3603,5117
283,284,2011-10-11,Winter,2011,October,No,Tuesday,Yes,Cloudy or Misty,18.633349000000003,20.042336,80.875,9.583814,667,3896,4563
284,285,2011-10-12,Winter,2011,October,No,Wednesday,Yes,Light Rain/Snow,17.536651,18.169322,90.625,16.62605,217,2199,2416
285,286,2011-10-13,Winter,2011,October,No,Thursday,Yes,Cloudy or Misty,19.690849,20.419064,89.6667,9.499729,290,2623,2913
286,287,2011-10-14,Winter,2011,October,No,Friday,Yes,Cloudy or Misty,17.889151000000002,18.958550000000002,71.625,15.000161,529,3115,3644
287,288,2011-10-15,Winter,2011,October,No,Saturday,No,Clear,15.813348999999999,16.91585,48.3333,17.291561,1899,3318,5217
288,289,2011-10-16,Winter,2011,October,No,Sunday,No,Clear,16.048348999999998,17.208163999999996,48.6667,18.875039,1748,3293,5041
289,290,2011-10-17,Winter,2011,October,No,Monday,Yes,Clear,17.105849,17.70785,57.958299999999994,11.750393,713,3857,4570
290,291,2011-10-18,Winter,2011,October,No,Tuesday,Yes,Cloudy or Misty,17.0275,18.499586,70.1667,7.375829,637,4111,4748
291,292,2011-10-19,Winter,2011,October,No,Wednesday,Yes,Light Rain/Snow,17.461733,17.913967999999997,89.52170000000001,16.303713,254,2170,2424
292,293,2011-10-20,Winter,2011,October,No,Thursday,Yes,Clear,14.364151,14.790650000000003,63.625,28.292425,471,3724,4195
293,294,2011-10-21,Winter,2011,October,No,Friday,Yes,Clear,12.092500000000001,11.957335999999998,57.4167,14.833532,676,3628,4304
294,295,2011-10-22,Winter,2011,October,No,Saturday,No,Clear,11.857499999999998,12.082472,62.916700000000006,6.2086689,1499,2809,4308
295,296,2011-10-23,Winter,2011,October,No,Sunday,No,Clear,11.818349000000001,11.873978000000001,74.125,6.6673375,1619,2762,4381
296,297,2011-10-24,Winter,2011,October,No,Monday,Yes,Clear,13.776651000000001,14.166422,77.2083,7.959064,699,3488,4187
297,298,2011-10-25,Winter,2011,October,No,Tuesday,Yes,Clear,14.168349,14.582749999999997,62.291700000000006,11.166086,695,3992,4687
298,299,2011-10-26,Winter,2011,October,No,Wednesday,Yes,Cloudy or Misty,14.755849000000001,15.207836,72.04169999999999,9.959014,404,3490,3894
299,300,2011-10-27,Winter,2011,October,No,Thursday,Yes,Cloudy or Misty,14.09,14.165036,81.2917,13.250121,240,2419,2659
300,301,2011-10-28,Winter,2011,October,No,Friday,Yes,Cloudy or Misty,7.549151,5.041591999999998,58.58330000000001,15.375093,456,3291,3747
301,302,2011-10-29,Winter,2011,October,No,Saturday,No,Light Rain/Snow,3.945848999999999,-0.9577419999999996,88.25,23.541857,57,570,627
302,303,2011-10-30,Winter,2011,October,No,Sunday,No,Clear,7.000848999999999,5.207713999999999,62.375,11.833339,885,2446,3331
303,304,2011-10-31,Winter,2011,October,No,Monday,Yes,Clear,7.98,7.5001580000000025,70.3333,7.12545,362,3307,3669
304,305,2011-11-01,Winter,2011,November,No,Tuesday,Yes,Clear,10.839151000000001,10.207808,68.375,9.083257,410,3658,4068
305,306,2011-11-02,Winter,2011,November,No,Wednesday,Yes,Clear,9.7425,9.748778000000001,71.875,5.5001439,370,3816,4186
306,307,2011-11-03,Winter,2011,November,No,Thursday,Yes,Clear,11.191651,10.790785999999997,70.20830000000001,9.166739,318,3656,3974
307,308,2011-11-04,Winter,2011,November,No,Friday,Yes,Cloudy or Misty,10.956651,10.623871999999999,62.25000000000001,18.209193,470,3576,4046
308,309,2011-11-05,Winter,2011,November,No,Saturday,No,Clear,7.353349,5.374364,51.916700000000006,12.667154,1156,2770,3926
309,310,2011-11-06,Winter,2011,November,No,Sunday,No,Clear,8.371651,7.915628000000002,73.4583,6.1676314,952,2697,3649
310,311,2011-11-07,Winter,2011,November,No,Monday,Yes,Clear,10.565000000000001,10.457486,75.875,3.834075,373,3662,4035
311,312,2011-11-08,Winter,2011,November,No,Tuesday,Yes,Clear,11.191651,11.208236,72.16669999999999,4.6255125,376,3829,4205
312,313,2011-11-09,Winter,2011,November,No,Wednesday,Yes,Clear,10.8,10.999214000000002,75.83330000000001,4.1671186,305,3804,4109
313,314,2011-11-10,Winter,2011,November,No,Thursday,Yes,Cloudy or Misty,9.86,8.665586000000001,81.3333,12.667489000000002,190,2743,2933
314,315,2011-11-11,Winter,2011,November,Yes,Friday,No,Clear,7.235849,4.2499220000000015,44.625,21.083225,440,2928,3368
315,316,2011-11-12,Winter,2011,November,No,Saturday,No,Clear,8.763349000000002,7.624171999999998,55.2917,14.208154,1275,2792,4067
316,317,2011-11-13,Winter,2011,November,No,Sunday,No,Clear,12.719151,12.4163,45.8333,18.875307,1004,2713,3717
317,318,2011-11-14,Winter,2011,November,No,Monday,Yes,Clear,16.91,18.624392,58.7083,20.541932,595,3891,4486
318,319,2011-11-15,Winter,2011,November,No,Tuesday,Yes,Cloudy or Misty,16.91,17.500214,68.875,13.375411,449,3746,4195
319,320,2011-11-16,Winter,2011,November,No,Wednesday,Yes,Light Rain/Snow,13.463349000000001,13.831208,93.0,9.167543,145,1672,1817
320,321,2011-11-17,Winter,2011,November,No,Thursday,Yes,Cloudy or Misty,8.058349,5.332585999999999,57.5833,20.459254,139,2914,3053
321,322,2011-11-18,Winter,2011,November,No,Friday,Yes,Clear,4.885849,1.9995860000000008,41.0,11.291711,245,3147,3392
322,323,2011-11-19,Winter,2011,November,No,Saturday,No,Clear,7.470848999999999,5.415878000000003,50.208299999999994,15.041232,943,2720,3663
323,324,2011-11-20,Winter,2011,November,No,Sunday,No,Cloudy or Misty,13.776651000000001,14.165828000000001,68.45830000000001,12.45865,787,2733,3520
324,325,2011-11-21,Winter,2011,November,No,Monday,Yes,Light Rain/Snow,13.032499999999999,13.374092000000001,91.0,9.249618,220,2545,2765
325,326,2011-11-22,Winter,2011,November,No,Tuesday,Yes,Light Rain/Snow,11.583349000000002,11.831936000000002,96.25,7.959064,69,1538,1607
326,327,2011-11-23,Winter,2011,November,No,Wednesday,Yes,Cloudy or Misty,12.719151,12.415441999999999,75.79169999999999,22.500275,112,2454,2566
327,328,2011-11-24,Winter,2011,November,Yes,Thursday,No,Clear,9.546651,8.583086000000002,54.9167,11.209368000000001,560,935,1495
328,329,2011-11-25,Winter,2011,November,No,Friday,Yes,Clear,9.625,9.124285999999998,64.375,6.6260186,1095,1697,2792
329,330,2011-11-26,Winter,2011,November,No,Saturday,No,Clear,9.664151,9.415742000000002,68.1667,4.5841936,1249,1819,3068
330,331,2011-11-27,Winter,2011,November,No,Sunday,No,Clear,13.580849,14.082799999999999,69.8333,13.999918,810,2261,3071
331,332,2011-11-28,Winter,2011,November,No,Monday,Yes,Clear,15.663466,16.348052000000003,74.3043,9.522174,253,3614,3867
332,333,2011-11-29,Winter,2011,November,No,Tuesday,Yes,Cloudy or Misty,13.541650999999998,13.790750000000003,83.08330000000001,17.292164,96,2818,2914
333,334,2011-11-30,Winter,2011,November,No,Wednesday,Yes,Clear,7.275,4.540586000000001,61.3333,18.167586,188,3425,3613
334,335,2011-12-01,Winter,2011,December,No,Thursday,Yes,Clear,6.6875,4.166564000000001,52.4583,14.750586,182,3545,3727
335,336,2011-12-02,Winter,2011,December,No,Friday,Yes,Clear,6.765848999999999,5.874578,62.583299999999994,6.750518,268,3672,3940
336,337,2011-12-03,Winter,2011,December,No,Saturday,No,Clear,6.060849000000001,4.499863999999999,61.291700000000006,6.4174811,706,2908,3614
337,338,2011-12-04,Winter,2011,December,No,Sunday,No,Clear,7.549151,7.040600000000001,77.5833,5.6252061,634,2851,3485
338,339,2011-12-05,Winter,2011,December,No,Monday,Yes,Cloudy or Misty,10.134151,9.99905,82.70830000000001,4.1679561000000005,233,3578,3811
339,340,2011-12-06,Winter,2011,December,No,Tuesday,Yes,Light Rain/Snow,13.7375,14.122399999999999,94.9583,15.583061,126,2468,2594
340,341,2011-12-07,Winter,2011,December,No,Wednesday,Yes,Light Rain/Snow,11.27,10.416235999999998,97.04169999999999,17.833725,50,655,705
341,342,2011-12-08,Winter,2011,December,No,Thursday,Yes,Clear,4.494150999999999,0.9579079999999998,57.99999999999999,16.083886,150,3172,3322
342,343,2011-12-09,Winter,2011,December,No,Friday,Yes,Clear,5.669151000000001,4.9577719999999985,69.58330000000001,5.5420189,261,3359,3620
343,344,2011-12-10,Winter,2011,December,No,Saturday,No,Clear,4.925000000000001,1.5831920000000004,50.74999999999999,15.625807,502,2688,3190
344,345,2011-12-11,Winter,2011,December,No,Sunday,No,Clear,2.3791510000000002,0.708164,49.0,4.458293899999999,377,2366,2743
345,346,2011-12-12,Winter,2011,December,No,Monday,Yes,Clear,3.201651,1.8329360000000001,67.08330000000001,4.251150000000001,143,3167,3310
346,347,2011-12-13,Winter,2011,December,No,Tuesday,Yes,Clear,5.277499999999998,3.875108000000001,59.0,9.41685,155,3368,3523
347,348,2011-12-14,Winter,2011,December,No,Wednesday,Yes,Cloudy or Misty,6.922499999999999,6.331892,66.375,4.0842061,178,3562,3740
348,349,2011-12-15,Winter,2011,December,No,Thursday,Yes,Cloudy or Misty,11.857499999999998,11.207642,63.416700000000006,17.958814,181,3528,3709
349,350,2011-12-16,Winter,2011,December,No,Friday,Yes,Cloudy or Misty,9.625,7.748450000000002,50.0417,17.458525,178,3399,3577
350,351,2011-12-17,Winter,2011,December,No,Saturday,No,Cloudy or Misty,4.1416509999999995,0.4584860000000006,56.0833,16.292189,275,2464,2739
351,352,2011-12-18,Winter,2011,December,No,Sunday,No,Clear,3.201651,0.20821399999999812,58.62500000000001,11.375193000000001,220,2211,2431
352,353,2011-12-19,Winter,2011,December,No,Monday,Yes,Clear,5.003349,2.5415779999999977,63.74999999999999,11.584031999999999,260,3143,3403
353,354,2011-12-20,Winter,2011,December,No,Tuesday,Yes,Cloudy or Misty,10.134151,10.165963999999999,59.5417,4.1252436,216,3534,3750
354,355,2011-12-21,Spring,2011,December,No,Wednesday,Yes,Cloudy or Misty,12.131651000000002,12.249122,85.83330000000001,14.8338,107,2553,2660
355,356,2011-12-22,Spring,2011,December,No,Thursday,Yes,Cloudy or Misty,11.896651000000002,12.123986000000002,75.75,3.1674249999999997,227,2841,3068
356,357,2011-12-23,Spring,2011,December,No,Friday,Yes,Clear,9.546651,8.915858,68.625,18.374482,163,2046,2209
357,358,2011-12-24,Spring,2011,December,No,Saturday,No,Clear,6.217499999999999,3.7499719999999996,54.25,12.750368,155,856,1011
358,359,2011-12-25,Spring,2011,December,No,Sunday,No,Clear,4.914801000000001,2.4774260000000012,68.13040000000001,10.391097,303,451,754
359,360,2011-12-26,Spring,2011,December,Yes,Monday,No,Clear,7.121732999999999,4.825310000000002,50.6957,16.044155,430,887,1317
360,361,2011-12-27,Spring,2011,December,No,Tuesday,Yes,Cloudy or Misty,7.275,5.6237780000000015,76.25,12.62615,103,1059,1162
361,362,2011-12-28,Spring,2011,December,No,Wednesday,Yes,Clear,6.05911,2.4782839999999986,50.39130000000001,19.695386999999997,255,2047,2302
362,363,2011-12-29,Spring,2011,December,No,Thursday,Yes,Clear,3.6716510000000007,1.4168720000000015,57.4167,8.000604000000001,254,2169,2423
363,364,2011-12-30,Spring,2011,December,No,Friday,Yes,Clear,6.648349000000001,5.041591999999998,63.6667,9.000579,491,2508,2999
364,365,2011-12-31,Spring,2011,December,No,Saturday,No,Clear,11.27,11.331986,61.583299999999994,14.750318,665,1820,2485
365,366,2012-01-01,Spring,2012,January,No,Sunday,No,Clear,9.39,8.790986,69.25,12.875189,686,1608,2294
366,367,2012-01-02,Spring,2012,January,Yes,Monday,No,Clear,4.833020999999999,0.6520639999999993,38.130399999999995,22.087555,244,1707,1951
367,368,2012-01-03,Spring,2012,January,No,Tuesday,Yes,Clear,-0.9500000000000002,-7.665850000000001,44.125,24.499957000000002,89,2147,2236
368,369,2012-01-04,Spring,2012,January,No,Wednesday,Yes,Cloudy or Misty,-2.9475,-8.123758,41.4583,12.3749,95,2273,2368
369,370,2012-01-05,Spring,2012,January,No,Thursday,Yes,Clear,4.494150999999999,2.3751919999999984,52.416700000000006,8.709128999999999,140,3132,3272
370,371,2012-01-06,Spring,2012,January,No,Friday,Yes,Clear,7.705848999999999,6.457622000000001,54.2083,11.249836,307,3791,4098
371,372,2012-01-07,Spring,2012,January,No,Saturday,No,Clear,10.486650999999998,9.791414,53.1667,11.708786,1070,3451,4521
372,373,2012-01-08,Spring,2012,January,No,Sunday,No,Clear,7.862500000000001,6.457028000000001,46.5,12.833314,599,2826,3425
373,374,2012-01-09,Spring,2012,January,No,Monday,Yes,Cloudy or Misty,2.5358490000000007,0.33361400000000074,70.1667,6.6263000000000005,106,2270,2376
374,375,2012-01-10,Spring,2012,January,No,Tuesday,Yes,Clear,6.508712000000001,5.042515999999999,64.65220000000001,12.565984,173,3425,3598
375,376,2012-01-11,Spring,2012,January,No,Wednesday,Yes,Cloudy or Misty,4.885849,2.6661859999999997,84.75,8.791807,92,2085,2177
376,377,2012-01-12,Spring,2012,January,No,Thursday,Yes,Cloudy or Misty,9.9775,9.207908,80.2917,12.124789,269,3828,4097
377,378,2012-01-13,Spring,2012,January,No,Friday,Yes,Clear,4.885849,0.4578920000000011,50.74999999999999,25.333236,174,3040,3214
378,379,2012-01-14,Spring,2012,January,No,Saturday,No,Clear,0.4599999999999991,-3.916257999999999,45.75,12.541260999999999,333,2160,2493
379,380,2012-01-15,Spring,2012,January,No,Sunday,No,Clear,-0.16665099999999988,-5.332750000000001,41.9167,16.834286,284,2027,2311
380,381,2012-01-16,Spring,2012,January,Yes,Monday,No,Clear,0.9299999999999997,-3.4162420000000004,52.25,15.500986000000001,217,2081,2298
381,382,2012-01-17,Spring,2012,January,No,Tuesday,Yes,Cloudy or Misty,9.533021000000002,8.042348,71.6087,23.39171,127,2808,2935
382,383,2012-01-18,Spring,2012,January,No,Wednesday,Yes,Clear,6.2566510000000015,2.1667640000000006,44.333299999999994,27.833743,109,3267,3376
383,384,2012-01-19,Spring,2012,January,No,Thursday,Yes,Clear,0.9299999999999997,-3.4574919999999985,49.75,14.750586,130,3162,3292
384,385,2012-01-20,Spring,2012,January,No,Friday,Yes,Cloudy or Misty,2.2225,-1.4167720000000017,45.0,13.58425,115,3048,3163
385,386,2012-01-21,Spring,2012,January,No,Saturday,No,Cloudy or Misty,0.14665099999999853,-4.45825,83.125,14.917014,67,1234,1301
386,387,2012-01-22,Spring,2012,January,No,Sunday,No,Cloudy or Misty,-0.3624999999999998,-5.291499999999999,79.625,13.375746000000001,196,1781,1977
387,388,2012-01-23,Spring,2012,January,No,Monday,Yes,Cloudy or Misty,2.2616510000000005,0.041827999999998866,91.125,7.417436,145,2287,2432
388,389,2012-01-24,Spring,2012,January,No,Tuesday,Yes,Clear,8.0975,7.041127999999997,83.58330000000001,8.292389,439,3900,4339
389,390,2012-01-25,Spring,2012,January,No,Wednesday,Yes,Clear,5.825849,3.4581860000000013,64.375,10.791756999999999,467,3803,4270
390,391,2012-01-26,Spring,2012,January,No,Thursday,Yes,Cloudy or Misty,8.058349,7.499299999999998,76.95830000000001,4.9175186,244,3831,4075
391,392,2012-01-27,Spring,2012,January,No,Friday,Yes,Cloudy or Misty,11.974999999999998,11.415278,74.125,22.958689,269,3187,3456
392,393,2012-01-28,Spring,2012,January,No,Saturday,No,Clear,6.844150999999998,5.541013999999997,54.333299999999994,14.125542999999999,775,3248,4023
393,394,2012-01-29,Spring,2012,January,No,Sunday,No,Clear,5.277499999999998,1.9995860000000008,31.125000000000004,16.08335,558,2685,3243
394,395,2012-01-30,Spring,2012,January,No,Monday,Yes,Clear,4.650848999999999,1.3332499999999996,40.0833,14.458064,126,3498,3624
395,396,2012-01-31,Spring,2012,January,No,Tuesday,Yes,Clear,10.330000000000002,9.166922,41.6667,17.541739,324,4185,4509
396,397,2012-02-01,Spring,2012,February,No,Wednesday,Yes,Clear,14.050849,14.791508,50.79169999999999,12.667489000000002,304,4275,4579
